조사방식	채널	고객경험단계	서비스품질요소	고객경험요소
TD	플랫폼	계좌조회/이체	계좌조회/이체 화면의 기능성	통장사본, 거래내역서 발급/공유 기능
TD	플랫폼	계좌조회/이체	계좌조회/이체 화면의 기능성	메모/분류 기능
TD	플랫폼	계좌조회/이체	계좌조회/이체 화면의 다양성	계좌/상품 뷰 타입
TD	플랫폼	계좌조회/이체	계좌조회/이체 화면의 다양성	이체 실행 옵션
TD	플랫폼	계좌조회/이체	계좌조회/이체 화면의 다양성	이체 목적 표시 기능
TD	플랫폼	계좌조회/이체	계좌조회/이체 화면의 다양성	거래내역 추가 메모 기능
TD	플랫폼	계좌조회/이체	계좌조회/이체 화면의 다양성	시니어/간편 모드 지원
TD	플랫폼	계좌조회/이체	계좌조회/이체 화면의 보안성	잔액/내역 숨김 기능
TD	플랫폼	계좌조회/이체	계좌조회/이체 화면의 보안성	인증 수단 선택 유연성
TD	플랫폼	계좌조회/이체	계좌조회/이체 화면의 보안성	출금 계좌 마스킹 기능
TD	플랫폼	계좌조회/이체	계좌조회/이체 화면의 보안성	피싱/파밍 등 부정접속시도 경고
TD	플랫폼	계좌조회/이체	계좌조회/이체 화면의 보안성	이체 한도 관리 편의성
TD	플랫폼	계좌조회/이체	계좌조회/이체 결과 안내의 적절성	이체 성공/실패 메시지 명확성
TD	플랫폼	계좌조회/이체	계좌조회/이체 결과 안내의 적절성	최종 이체 결과 정보 제공
TD	플랫폼	계좌조회/이체	계좌조회/이체 결과 안내의 적절성	체 연관 기능 이용 용이성
TD	플랫폼	계좌조회/이체	계좌조회/이체 결과 안내의 적절성	오류 발생 시 회복 탄력성
TD	플랫폼	계좌조회/이체	계좌조회/이체 결과 안내의 적절성	알림 및 기록 연동
TD	플랫폼	계좌조회/이체	계좌조회/이체 화면의 프로세스 적정성	필수 입력 항목의 최소화
TD	플랫폼	계좌조회/이체	계좌조회/이체 화면의 프로세스 적정성	수취인 정보 입력 편의성
TD	플랫폼	계좌조회/이체	계좌조회/이체 화면의 프로세스 적정성	인증/보안 단계의 배치
TD	플랫폼	계좌조회/이체	계좌조회/이체 화면의 프로세스 적정성	계좌 선택의 직관성
TD	플랫폼	계좌조회/이체	계좌조회/이체 화면의 프로세스 적정성	오류 방지 및 검증 기능
TD	플랫폼	상품관리/해지	상품관리/해지 서비스의 접근성	상품 목록 진입 경로
TD	플랫폼	상품관리/해지	상품관리/해지 서비스의 접근성	해지 메뉴의 시인성
TD	플랫폼	상품관리/해지	상품관리/해지 서비스의 접근성	비대면 해지 가능 상품 범위
TD	플랫폼	상품관리/해지	상품관리/해지 서비스의 접근성	타 서비스 연계 편의성
TD	플랫폼	상품관리/해지	상품관리/해지 서비스의 접근성	상품별 통합 관리 대시보드
TD	플랫폼	상품관리/해지	상품관리/해지 서비스의 정보충분성	상품 핵심 정보 요약
TD	플랫폼	상품관리/해지	상품관리/해지 서비스의 정보충분성	중도 해지 예상 금액 고지
TD	플랫폼	상품관리/해지	상품관리/해지 서비스의 정보충분성	거래 내역 상세 조회
TD	플랫폼	상품관리/해지	상품관리/해지 서비스의 정보충분성	우대 조건 달성 현황
TD	플랫폼	상품관리/해지	상품관리/해지 서비스의 정보충분성	상품 약관 및 설명서 접근성
TD	플랫폼	상품관리/해지	상품관리/해지 서비스의 기능편의성	상품 관리 기능의 다양화
TD	플랫폼	상품관리/해지	상품관리/해지 서비스의 기능편의성	만기 처리 옵션의 유연성
TD	플랫폼	상품관리/해지	상품관리/해지 서비스의 기능편의성	상품 해지 사유 피드백
TD	플랫폼	상품관리/해지	상품관리/해지 서비스의 기능편의성	부분 해지/인출 기능
TD	플랫폼	상품관리/해지	상품관리/해지 서비스의 기능편의성	상품별 맞춤형 관리 페이지
TD	플랫폼	상품관리/해지	상품관리/해지 서비스의 적시성	만기일 도래 알림의 시점/빈도
TD	플랫폼	상품관리/해지	상품관리/해지 서비스의 적시성	우대 조건 충족/미충족 알림
TD	플랫폼	상품관리/해지	상품관리/해지 서비스의 적시성	자동 납입일 알림
TD	플랫폼	상품관리/해지	상품관리/해지 서비스의 적시성	중요 변동 사항 알림
TD	플랫폼	상품관리/해지	상품관리/해지 서비스의 적시성	알림 설정의 유연성
TD	플랫폼	상품관리/해지	상품관리/해지 프로세스 적절성	해지 전 확인 단계의 명료성
TD	플랫폼	상품관리/해지	상품관리/해지 프로세스 적절성	해지 사유 입력 및 대안 제시
TD	플랫폼	상품관리/해지	상품관리/해지 프로세스 적절성	비대면 해지 인증의 간편성
TD	플랫폼	상품관리/해지	상품관리/해지 프로세스 적절성	해지 후 잔액 처리의 명확성
TD	플랫폼	상품관리/해지	상품관리/해지 프로세스 적절성	가입 상태 복원 기능
TD	플랫폼	상품관리/해지	상품관리/해지에 따른 관리유용성	상품 관리 메뉴의 맞춤형 배치
TD	플랫폼	상품관리/해지	상품관리/해지에 따른 관리유용성	자산 증식 로드맵 연계
TD	플랫폼	상품관리/해지	상품관리/해지에 따른 관리유용성	상품 추천 연계 및 전환
TD	플랫폼	상품관리/해지	상품관리/해지에 따른 관리유용성	가계부/자산 관리 연동
TD	플랫폼	상품관리/해지	상품관리/해지에 따른 관리유용성	상품별 보고서/리포트 제공
TD	플랫폼	콘텐츠/서비스	생활/제휴 서비스의 유용성	서비스 제공 범위의 적절성
TD	플랫폼	콘텐츠/서비스	생활/제휴 서비스의 유용성	제휴 서비스의 실질적 혜택
TD	플랫폼	콘텐츠/서비스	생활/제휴 서비스의 유용성	비금융 서비스의 접근성
TD	플랫폼	콘텐츠/서비스	생활/제휴 서비스의 유용성	타 서비스와의 차별성
TD	플랫폼	콘텐츠/서비스	생활/제휴 서비스의 유용성	서비스 연동의 안정성
TD	플랫폼	콘텐츠/서비스	콘텐츠 정보의 고객 지향성	개인화된 금융 정보 제공
TD	플랫폼	콘텐츠/서비스	콘텐츠 정보의 고객 지향성	정보의 시의성 및 신뢰도
TD	플랫폼	콘텐츠/서비스	콘텐츠 정보의 고객 지향성	콘텐츠의 쉬운 이해도
TD	플랫폼	콘텐츠/서비스	콘텐츠 정보의 고객 지향성	콘텐츠의 분류 및 탐색 편의성
TD	플랫폼	콘텐츠/서비스	콘텐츠 정보의 고객 지향성	콘텐츠의 상호 작용성
TD	플랫폼	콘텐츠/서비스	혜택/이벤트의 고객 지향성	혜택 정보의 명확한 전달
TD	플랫폼	콘텐츠/서비스	혜택/이벤트의 고객 지향성	개인화된 혜택 추천
TD	플랫폼	콘텐츠/서비스	혜택/이벤트의 고객 지향성	이벤트 참여 과정의 간편성
TD	플랫폼	콘텐츠/서비스	혜택/이벤트의 고객 지향성	혜택/이벤트 알림의 적절성
TD	플랫폼	콘텐츠/서비스	혜택/이벤트의 고객 지향성	혜택 수령 및 관리의 편의성
TD	플랫폼	콘텐츠/서비스	멤버십(KB스타클럽)의 유용성	등급 및 혜택 조회 편의성
TD	플랫폼	콘텐츠/서비스	멤버십(KB스타클럽)의 유용성	등급 산정 기준의 투명성
TD	플랫폼	콘텐츠/서비스	멤버십(KB스타클럽)의 유용성	멤버십 혜택의 실질적 가치
TD	플랫폼	콘텐츠/서비스	멤버십(KB스타클럽)의 유용성	그룹사 연계 혜택 정보의 조회 편의성
TD	플랫폼	콘텐츠/서비스	멤버십(KB스타클럽)의 유용성	등급 업그레이드 독려 콘텐츠
TD	플랫폼	콘텐츠/서비스	자산관리 서비스의 유용성	자산 현황 통합 조회 기능
TD	플랫폼	콘텐츠/서비스	자산관리 서비스의 유용성	지출/소비 패턴 분석의 정확성
TD	플랫폼	콘텐츠/서비스	자산관리 서비스의 유용성	자산관리 목표 달성 지원
TD	플랫폼	콘텐츠/서비스	자산관리 서비스의 유용성	자산 리밸런싱 및 진단 추천
TD	플랫폼	콘텐츠/서비스	자산관리 서비스의 유용성	세금 및 부동산 등 부가 정보 제공
TD	플랫폼	콘텐츠/서비스	계열사 연계 편의성	SSO(Single Sign-On) 기반 연동
TD	플랫폼	콘텐츠/서비스	계열사 연계 편의성	계열사 상품/정보 통합 조회
TD	플랫폼	콘텐츠/서비스	계열사 연계 편의성	계열사 콘텐츠/서비스의 다양성
TD	플랫폼	콘텐츠/서비스	계열사 연계 편의성	연계 서비스 오류 방지
TD	플랫폼	콘텐츠/서비스	계열사 연계 편의성	계열사 서비스의 퀵링크
TD	대면채널	내점/방문	영업점 접근성 	대중교통 이용 편의성
TD	대면채널	내점/방문	영업점 접근성 	영업점 위치 정보 정확도
TD	대면채널	내점/방문	영업점 접근성 	보행 환경의 안전 및 편의
TD	대면채널	내점/방문	영업점 접근성 	영업점 외부 간판 시인성
TD	대면채널	내점/방문	영업점 접근성 	은행 건물 내부 진입 편의
TD	대면채널	내점/방문	영업시간 탄력성	영업시간 현실성
TD	대면채널	내점/방문	영업시간 탄력성	점심시간 운영 효율
TD	대면채널	내점/방문	영업시간 탄력성	비영업일 운영
TD	대면채널	내점/방문	영업시간 탄력성	영업시간 안내 명확성
TD	대면채널	내점/방문	영업시간 탄력성	탄력 영업점 위치 고지
TD	대면채널	내점/방문	안내표지 가시성	주차장/ATM 위치 안내
TD	대면채널	내점/방문	안내표지 가시성	객장 진입로 안내
TD	대면채널	내점/방문	안내표지 가시성	내부 주요 시설 표지
TD	대면채널	내점/방문	안내표지 가시성	표지판의 통일성 및 디자인
TD	대면채널	내점/방문	안내표지 가시성	디지털/모바일 안내 연동
TD	대면채널	내점/방문	주차장 이용 편리성	주차 공간의 확보 및 부족 여부
TD	대면채널	내점/방문	주차장 이용 편리성	주차장 진출입 용이성
TD	대면채널	내점/방문	주차장 이용 편리성	주차 등록 및 정산 절차
TD	대면채널	내점/방문	주차장 이용 편리성	주차장 환경의 쾌적성
TD	대면채널	내점/방문	주차장 이용 편리성	주차 요금 및 시간의 명확한 고지
TD	대면채널	내점/방문	자동화기기 이용 편의성	ATM 코너의 접근성 및 위치
TD	대면채널	내점/방문	자동화기기 이용 편의성	기기 관리 및 청결 상태
TD	대면채널	내점/방문	자동화기기 이용 편의성	기기 작동 및 거래 속도
TD	대면채널	내점/방문	자동화기기 이용 편의성	ATM 이용 안내의 명확성
TD	대면채널	내점/방문	자동화기기 이용 편의성	ATM 코너의 보안 및 안전
TD	대면채널	내점/방문	객장안내의 원활성	객장 직원의 친절도
TD	대면채널	내점/방문	객장안내의 원활성	대기표 발급 및 목적별 안내
TD	대면채널	내점/방문	객장안내의 원활성	객장 내 대기 시스템 명확성
TD	대면채널	내점/방문	객장안내의 원활성	창구별 상담업무 표기 명확성
TD	대면채널	내점/방문	객장안내의 원활성	모바일/디지털 사전 예약 연동
TD	대면채널	대기	순번대기기의 이용 편리성 	업무 목적 선택의 직관성
TD	대면채널	대기	순번대기기의 이용 편리성 	기기 화면 및 버튼의 가독성
TD	대면채널	대기	순번대기기의 이용 편리성 	번호표 발급 성능 및 인쇄 상태
TD	대면채널	대기	순번대기기의 이용 편리성 	모바일 앱 연동 발급 편의
TD	대면채널	대기	순번대기기의 이용 편리성 	외국어 및 약자 지원 기능
TD	대면채널	대기	대기정보 안내의 적절성	실시간 대기 인원 및 순서
TD	대면채널	대기	대기정보 안내의 적절성	예상 대기 시간 고지
TD	대면채널	대기	대기정보 안내의 적절성	대기 현황 모바일 푸시 알림
TD	대면채널	대기	대기정보 안내의 적절성	창구 호출 안내의 명확성
TD	대면채널	대기	대기정보 안내의 적절성	업무 처리 지연 안내
TD	대면채널	대기	대기공간의 쾌적성	대기 의자의 수량 및 안락함
TD	대면채널	대기	대기공간의 쾌적성	객장 내 온도, 조명, 소음 관리
TD	대면채널	대기	대기공간의 쾌적성	청결 상태 및 냄새 관리
TD	대면채널	대기	대기공간의 쾌적성	프라이버시 보호 및 거리두기
TD	대면채널	대기	대기공간의 쾌적성	대기 공간의 심미성
TD	대면채널	대기	대기시설 편의성	휴대폰 충전 서비스
TD	대면채널	대기	대기시설 편의성	음료 및 다과 서비스
TD	대면채널	대기	대기시설 편의성	신문, 잡지 등 독서물 제공
TD	대면채널	대기	대기시설 편의성	와이파이(Wi-Fi) 제공
TD	대면채널	대기	대기시설 편의성	사회적 약자 편의 시설
TD	대면채널	대기	체감 대기시간 적절성	대기 고객의 집중도 분산
TD	대면채널	대기	체감 대기시간 적절성	대기 시간 대비 서비스 보상
TD	대면채널	대기	체감 대기시간 적절성	대기 중 모바일 업무 유도
TD	대면채널	대기	체감 대기시간 적절성	대기 시간 절약 서비스 안내
TD	대면채널	대기	체감 대기시간 적절성	직원들의 적극적인 대기 고객 응대
TD	대면채널	대기	대기관리 운영 효율성	업무별 인력 배치 최적화
TD	대면채널	대기	대기관리 운영 효율성	대기열 통합 및 분할 관리
TD	대면채널	대기	대기관리 운영 효율성	업무 간 전환의 유연성
TD	대면채널	대기	대기관리 운영 효율성	대기 현황 데이터 기반 예측
TD	대면채널	대기	대기관리 운영 효율성	비대면 업무 처리 유도
TD	대면채널	맞이/의도파악	맞이인사와 시선	신속하고 적극적인 응대
TD	대면채널	맞이/의도파악	맞이인사와 시선	눈 맞춤 및 표정 관리
TD	대면채널	맞이/의도파악	맞이인사와 시선	진심이 담긴 목소리 톤
TD	대면채널	맞이/의도파악	맞이인사와 시선	상황에 맞는 인사말
TD	대면채널	맞이/의도파악	맞이인사와 시선	명찰 패용 및 자기소개
TD	대면채널	맞이/의도파악	대기양해 멘트	양해를 구하는 정중한 태도
TD	대면채널	맞이/의도파악	대기양해 멘트	신속한 업무처리 약속
TD	대면채널	맞이/의도파악	대기양해 멘트	대안 제시 및 시간 활용 제안
TD	대면채널	맞이/의도파악	대기양해 멘트	대기 이유 간결한 설명
TD	대면채널	맞이/의도파악	대기양해 멘트	감사의 표현
TD	대면채널	맞이/의도파악	용모 및 복장 단정성	복장의 청결 및 단정함
TD	대면채널	맞이/의도파악	용모 및 복장 단정성	용모(헤어, 메이크업)의 단정함
TD	대면채널	맞이/의도파악	용모 및 복장 단정성	액세서리 착용의 적절성
TD	대면채널	맞이/의도파악	용모 및 복장 단정성	신발의 청결 및 단정함
TD	대면채널	맞이/의도파악	용모 및 복장 단정성	객장 환경과의 조화
TD	대면채널	맞이/의도파악	화법(말투) 및 호칭 적절성	존칭 사용의 일관성
TD	대면채널	맞이/의도파악	화법(말투) 및 호칭 적절성	호칭의 적절성 및 정중함
TD	대면채널	맞이/의도파악	화법(말투) 및 호칭 적절성	전문 용어 사용의 지양
TD	대면채널	맞이/의도파악	화법(말투) 및 호칭 적절성	긍정적 표현의 활용
TD	대면채널	맞이/의도파악	화법(말투) 및 호칭 적절성	발음 및 전달 속도의 명료성
TD	대면채널	맞이/의도파악	경청과 공감	중간 개입 최소화
TD	대면채널	맞이/의도파악	경청과 공감	긍정적 피드백 제공
TD	대면채널	맞이/의도파악	경청과 공감	공감적 표현의 활용
TD	대면채널	맞이/의도파악	경청과 공감	메모/기록 등 적극적 경청 자세
TD	대면채널	맞이/의도파악	경청과 공감	고객 요구의 반복 확인
TD	대면채널	맞이/의도파악	고객 요구파악 정확성	핵심 요구 사항의 정확한 추출
TD	대면채널	맞이/의도파악	고객 요구파악 정확성	Hidden Needs 파악
TD	대면채널	맞이/의도파악	고객 요구파악 정확성	복수 업무의 통합 처리 안내
TD	대면채널	맞이/의도파악	고객 요구파악 정확성	업무에 필요한 준비물 안내
TD	대면채널	맞이/의도파악	고객 요구파악 정확성	맞춤형 창구/담당자 연결
TD	대면채널	업무처리/배웅	서류작성 목적 안내 명확성	작성 서류별 목적 설명
TD	대면채널	업무처리/배웅	서류작성 목적 안내 명확성	서류 필수 작성 항목 강조
TD	대면채널	업무처리/배웅	서류작성 목적 안내 명확성	금융 용어의 순화 설명
TD	대면채널	업무처리/배웅	서류작성 목적 안내 명확성	작성 중 발생한 질문에 대한 즉각 답변
TD	대면채널	업무처리/배웅	서류작성 목적 안내 명확성	서류 원본 및 사본의 보관 안내
TD	대면채널	업무처리/배웅	제출서류 및 작성내용 확인 정확성	고객 정보 입력 내용의 재확인
TD	대면채널	업무처리/배웅	제출서류 및 작성내용 확인 정확성	제출 서류의 완벽성 검토
TD	대면채널	업무처리/배웅	제출서류 및 작성내용 확인 정확성	중요 서명/날인 부분의 강조
TD	대면채널	업무처리/배웅	제출서류 및 작성내용 확인 정확성	약관 동의 내용의 최종 확인
TD	대면채널	업무처리/배웅	제출서류 및 작성내용 확인 정확성	업무 완료 전 최종 확인 및 승인
TD	대면채널	업무처리/배웅	업무처리의 적극성 	고객 문제 해결을 위한 적극적 태도
TD	대면채널	업무처리/배웅	업무처리의 적극성 	업무 간 연계 및 통합 처리
TD	대면채널	업무처리/배웅	업무처리의 적극성 	내부 절차 간소화 및 효율화
TD	대면채널	업무처리/배웅	업무처리의 적극성 	불필요한 서류 및 절차 최소화
TD	대면채널	업무처리/배웅	업무처리의 적극성 	상품 판매 강요 태도 지양
TD	대면채널	업무처리/배웅	추가니즈 확인 	One-Stop 서비스 제공 노력
TD	대면채널	업무처리/배웅	추가니즈 확인 	상품 가입 외 금융 정보 제공
TD	대면채널	업무처리/배웅	추가니즈 확인 	계열사 연계 서비스 제안
TD	대면채널	업무처리/배웅	추가니즈 확인 	비대면 채널 활용 유도
TD	대면채널	업무처리/배웅	추가니즈 확인 	추가 질문에 대한 열린 자세
TD	대면채널	업무처리/배웅	배웅인사와 시선	자리에서 일어나서 하는 배웅
TD	대면채널	업무처리/배웅	배웅인사와 시선	감사의 표현 명확화
TD	대면채널	업무처리/배웅	배웅인사와 시선	시선 접촉 및 미소 유지
TD	대면채널	업무처리/배웅	배웅인사와 시선	안전 및 안녕 기원 멘트
TD	대면채널	업무처리/배웅	배웅인사와 시선	다음 방문 유도 멘트
TD	대면채널	업무처리/배웅	업무지연 양해멘트	지연 발생 시 즉각적 고지
TD	대면채널	업무처리/배웅	업무지연 양해멘트	지연 사유 및 예상 시간 안내
TD	대면채널	업무처리/배웅	업무지연 양해멘트	업무지연에 대한 진심 어린 사과
TD	대면채널	업무처리/배웅	업무지연 양해멘트	지연 기간 중 고객 편의 제공
TD	대면채널	업무처리/배웅	업무지연 양해멘트	지연 해소 후 감사 및 종료 안내
TD	대면채널	직원상담	상담의 전문성	업무 지식의 정확성 및 깊이
TD	대면채널	직원상담	상담의 전문성	문제 해결 및 대안 제시 능력
TD	대면채널	직원상담	상담의 전문성	최신 정보 및 기술 활용 능력
TD	대면채널	직원상담	상담의 전문성	상담 태도 및 자신감
TD	대면채널	직원상담	상담의 전문성	신속한 상담 및 업무 처리
TD	대면채널	직원상담	상품추천 적합성	고객의 니즈 파악 노력
TD	대면채널	직원상담	상품추천 적합성	추천 상품의 합리적 근거 제시
TD	대면채널	직원상담	상품추천 적합성	다양한 상품 비교 및 제시
TD	대면채널	직원상담	상품추천 적합성	위험/수익 성향과의 일치도
TD	대면채널	직원상담	상품추천 적합성	장기적 관점의 포트폴리오 제안
TD	대면채널	직원상담	용어사용 적절성	쉬운 용어로의 순화 노력
TD	대면채널	직원상담	용어사용 적절성	고객 맞춤형 설명 속도 및 깊이
TD	대면채널	직원상담	용어사용 적절성	약어 및 은어 사용 지양
TD	대면채널	직원상담	용어사용 적절성	비유 및 사례를 통한 이해 증진
TD	대면채널	직원상담	용어사용 적절성	질문 유도 및 이해도 확인
TD	대면채널	직원상담	금융 성향 분석 및 제안	성향 분석 도구의 활용
TD	대면채널	직원상담	금융 성향 분석 및 제안	분석 결과의 명확한 전달
TD	대면채널	직원상담	금융 성향 분석 및 제안	비재무적 정보의 반영
TD	대면채널	직원상담	금융 성향 분석 및 제안	성향 분석 기반의 포트폴리오 제안
TD	대면채널	직원상담	금융 성향 분석 및 제안	성향 변경 및 재분석 안내
TD	대면채널	직원상담	요청 업무에 대한 중요사항 안내	핵심 위험 요소의 명확한 고지
TD	대면채널	직원상담	요청 업무에 대한 중요사항 안내	고객의 권리 및 의무 안내
TD	대면채널	직원상담	요청 업무에 대한 중요사항 안내	금융소비자 보호 제도 안내
TD	대면채널	직원상담	요청 업무에 대한 중요사항 안내	상품의 비과세/과세 혜택 안내
TD	대면채널	직원상담	요청 업무에 대한 중요사항 안내	업무 완료 후 다음 절차 안내
TD	대면채널	직원상담	안내자료 활용 및 제공	시각적 안내자료 활용
TD	대면채널	직원상담	안내자료 활용 및 제공	핵심 정보 요약 자료 제공
TD	대면채널	직원상담	안내자료 활용 및 제공	자료의 고객 개인화
TD	대면채널	직원상담	안내자료 활용 및 제공	자료의 디지털 전송 편의성
TD	대면채널	직원상담	안내자료 활용 및 제공	안내 자료의 최신성
TD	고객센터	대기	대기시간 적절성	실제 대기 시간의 최소화
TD	고객센터	대기	대기시간 적절성	긴급/VIP 고객의 우선 연결
TD	고객센터	대기	대기시간 적절성	시간대별 대기 시간 편차 관리
TD	고객센터	대기	대기시간 적절성	대기 시간 대비 사과 및 감사 표현
TD	고객센터	대기	대기시간 적절성	업무 목적별 대기 시간 관리
TD	고객센터	대기	대기음악 쾌적성	대기 음악의 음질 및 음량 안정성
TD	고객센터	대기	대기음악 쾌적성	대기 음악의 반복 주기 및 다양성
TD	고객센터	대기	대기음악 쾌적성	고객 심리에 맞는 음악 선정
TD	고객센터	대기	대기음악 쾌적성	대기 음악과 정보 안내의 조화
TD	고객센터	대기	대기음악 쾌적성	대기 음악의 배경 처리
TD	고객센터	대기	대기상황 안내 정확성	대기 순서 고지
TD	고객센터	대기	대기상황 안내 정확성	예상 대기 시간의 고지
TD	고객센터	대기	대기상황 안내 정확성	혼잡시간대 장시간 대기 방지 프로세스 가동
TD	고객센터	대기	대기상황 안내 정확성	대기 중 추가 업무 처리 정보 제공
TD	고객센터	대기	대기상황 안내 정확성	상담직원 연결 고지
TD	고객센터	대기	대기중 대체 상담채널 안내	모바일 앱 채팅 상담 안내
TD	고객센터	대기	대기중 대체 상담채널 안내	챗봇 서비스 활용 안내
TD	고객센터	대기	대기중 대체 상담채널 안내	대체 상담채널 안내 적시성
TD	고객센터	대기	대기중 대체 상담채널 안내	웹사이트 또는 FAQ 안내
TD	고객센터	대기	대기중 대체 상담채널 안내	대체 채널 연결 방법의 명확성
TD	고객센터	대기	대기중 상담예약서비스 안내	상담 예약 서비스의 존재 고지
TD	고객센터	대기	대기중 상담예약서비스 안내	예약 방법의 편의성
TD	고객센터	대기	대기중 상담예약서비스 안내	예약가능 경로 및 조건 안내
TD	고객센터	대기	대기중 상담예약서비스 안내	예약 후 취소/변경 편의성
TD	고객센터	대기	대기중 상담예약서비스 안내	예약고객 우선처리 안내
TD	고객센터	대기	대기중 콜백서비스 안내	콜백 서비스의 존재 명확히 고지
TD	고객센터	대기	대기중 콜백서비스 안내	콜백 신청의 용이성
TD	고객센터	대기	대기중 콜백서비스 안내	콜백 예상 시간 안내
TD	고객센터	대기	대기중 콜백서비스 안내	콜백 연결 시 고객 상태 재확인
TD	고객센터	대기	대기중 콜백서비스 안내	콜백 실패 시 재시도 안내
TD	고객센터	버튼식ARS	음성품질 안정성	음성 안내의 명료성 및 음질
TD	고객센터	버튼식ARS	음성품질 안정성	안내 속도의 적정성
TD	고객센터	버튼식ARS	음성품질 안정성	배경 음악 및 톤의 안정성
TD	고객센터	버튼식ARS	음성품질 안정성	키패드 입력 시 버튼 인식 안정성
TD	고객센터	버튼식ARS	음성품질 안정성	음성 안내 반복 기능 제공
TD	고객센터	버튼식ARS	메뉴순서 적절성	긴급 및 최다 이용 메뉴의 초기 배치
TD	고객센터	버튼식ARS	메뉴순서 적절성	핵심 업무의 우선 순위 배치
TD	고객센터	버튼식ARS	메뉴순서 적절성	단계별 메뉴의 논리적 흐름
TD	고객센터	버튼식ARS	메뉴순서 적절성	자주 이용하는 서비스 그룹화
TD	고객센터	버튼식ARS	메뉴순서 적절성	반복 청취를 피하는 짧은 안내
TD	고객센터	버튼식ARS	메뉴구성 적절성	메뉴 깊이의 최소화
TD	고객센터	버튼식ARS	메뉴구성 적절성	주요 메뉴 우선 배치 적절성
TD	고객센터	버튼식ARS	메뉴구성 적절성	상담원 연결 옵션의 명확한 고지
TD	고객센터	버튼식ARS	메뉴구성 적절성	이전 단계 복귀 및 재청취 편의성
TD	고객센터	버튼식ARS	메뉴구성 적절성	메뉴 번호의 직관성
TD	고객센터	버튼식ARS	메뉴구성 개인화	최근 이용 메뉴의 우선 안내
TD	고객센터	버튼식ARS	메뉴구성 개인화	고객별 맞춤형 추천 메뉴 제공
TD	고객센터	버튼식ARS	메뉴구성 개인화	모바일 앱 선 이용 유도
TD	고객센터	버튼식ARS	메뉴구성 개인화	로그인(주민번호/비밀번호) 기반 개인화
TD	고객센터	버튼식ARS	메뉴구성 개인화	선호 메뉴 단축 번호 등록 기능
TD	고객센터	버튼식ARS	메뉴명의 명확성	메뉴명 청취의 용이성
TD	고객센터	버튼식ARS	메뉴명의 명확성	쉬운 용어로의 순화
TD	고객센터	버튼식ARS	메뉴명의 명확성	메뉴명과 실제 업무의 일치
TD	고객센터	버튼식ARS	메뉴명의 명확성	핵심 키워드의 명확한 안내
TD	고객센터	버튼식ARS	메뉴명의 명확성	메뉴 번호와 함께 안내
TD	고객센터	버튼식ARS	메뉴이동의 신속성	키패드 입력 후 즉각적인 응답
TD	고객센터	버튼식ARS	메뉴이동의 신속성	불필요한 음성 안내의 생략
TD	고객센터	버튼식ARS	메뉴이동의 신속성	시스템 오류 및 끊김 현상 방지
TD	고객센터	버튼식ARS	메뉴이동의 신속성	업무 처리 속도의 안정성
TD	고객센터	버튼식ARS	메뉴이동의 신속성	음성 안내 길이와 고객 인지 속도 동기화
TD	고객센터	보이는ARS	연결 편의성	보이는 ARS 전환 속도
TD	고객센터	보이는ARS	연결 편의성	연결 실패 시 대체 경로 제공
TD	고객센터	보이는ARS	연결 편의성	ARS 연결 안내의 명확성
TD	고객센터	보이는ARS	연결 편의성	버튼식ARS로의 전환 용이성
TD	고객센터	보이는ARS	연결 편의성	통신 환경 및 기기 호환성
TD	고객센터	보이는ARS	UI 심미성	디자인의 깔끔함 및 통일성
TD	고객센터	보이는ARS	UI 심미성	아이콘 및 이미지의 직관성
TD	고객센터	보이는ARS	UI 심미성	화면 가독성 및 폰트 크기
TD	고객센터	보이는ARS	UI 심미성	화면 전환 및 애니메이션 효과
TD	고객센터	보이는ARS	UI 심미성	정보 계층의 시각화
TD	고객센터	직원상담	반가운 맞이/배웅인사	첫인사 및 상담원 이름 고지
TD	고객센터	직원상담	반가운 맞이/배웅인사	밝고 친절한 목소리 톤
TD	고객센터	직원상담	반가운 맞이/배웅인사	장시간 대기고객 양해멘트 실시
TD	고객센터	직원상담	반가운 맞이/배웅인사	상황에 맞는 종료인사
TD	고객센터	직원상담	반가운 맞이/배웅인사	고객 최초 발화 전 경청 태도
TD	고객센터	직원상담	경청 및 의도파악	고객 발화 중간 끊기 여부
TD	고객센터	직원상담	경청 및 의도파악	고객 문의 내용 신속 파악
TD	고객센터	직원상담	경청 및 의도파악	문의 목적의 심층적 파악
TD	고객센터	직원상담	경청 및 의도파악	침묵을 이용한 경청 태도
TD	고객센터	직원상담	경청 및 의도파악	이전 채널(ARS/챗봇) 정보 활용
TD	고객센터	직원상담	친절한 응대/공감	공감 표현의 진정성
TD	고객센터	직원상담	친절한 응대/공감	긍정적 언어 사용
TD	고객센터	직원상담	친절한 응대/공감	고객 감정적 반응에 대한 차분한 대응
TD	고객센터	직원상담	친절한 응대/공감	고객 존중 표현
TD	고객센터	직원상담	친절한 응대/공감	문제해결을 위한 적극적인 자세
TD	고객센터	직원상담	업무지식의 전문성	문의 내용에 대한 정확한 답변
TD	고객센터	직원상담	업무지식의 전문성	빠르고 신속한 업무 처리
TD	고객센터	직원상담	업무지식의 전문성	복잡/예외 상황 해결 능력
TD	고객센터	직원상담	업무지식의 전문성	상품/서비스 정보의 깊이
TD	고객센터	직원상담	업무지식의 전문성	문의 내용 외 부가 정보 제공
